subject,filename,yaw,pitch,l_h_ratio,l_v_ratio,r_h_ratio,r_v_ratio,label
0036,0036_2m_-30P_10V_10H.jpg,-3.914,42.633,0.501,0.502,0.498,0.499,1
0036,0036_2m_-30P_10V_15H.jpg,-2.684,43.651,0.500,0.502,0.500,0.499,0
0036,0036_2m_-30P_10V_5H.jpg,-4.682,43.288,0.500,0.502,0.499,0.499,1
0036,0036_2m_0P_-10V_-10H.jpg,-3.810,12.638,0.500,0.500,0.499,0.499,1
0036,0036_2m_0P_-10V_-15H.jpg,-3.787,12.232,0.501,0.501,0.499,0.500,0
0036,0036_2m_0P_-10V_-5H.jpg,-3.922,12.927,0.500,0.500,0.499,0.499,1
0036,0036_2m_0P_-10V_0H.jpg,-3.559,14.353,0.500,0.502,0.499,0.499,1
0036,0036_2m_0P_-10V_10H.jpg,-3.025,11.037,0.500,0.498,0.500,0.499,1
0036,0036_2m_0P_-10V_15H.jpg,-2.787,15.185,0.500,0.501,0.499,0.499,0
0036,0036_2m_0P_-10V_5H.jpg,-2.995,10.945,0.500,0.500,0.499,0.499,1
0036,0036_2m_0P_0V_-10H.jpg,-3.443,8.915,0.499,0.499,0.500,0.499,1
0036,0036_2m_0P_0V_-15H.jpg,-3.993,15.667,0.500,0.501,0.500,0.499,0
0036,0036_2m_0P_0V_-5H.jpg,-3.498,14.169,0.500,0.498,0.500,0.500,1
0036,0036_2m_0P_0V_0H.jpg,-2.821,15.200,0.500,0.499,0.500,0.500,1
0036,0036_2m_0P_0V_10H.jpg,-3.078,14.554,0.501,0.499,0.499,0.499,1
0036,0036_2m_0P_0V_15H.jpg,-3.140,19.254,0.503,0.499,0.500,0.498,0
0036,0036_2m_0P_0V_5H.jpg,-3.240,13.065,0.501,0.499,0.500,0.499,1
0036,0036_2m_0P_10V_-10H.jpg,-3.074,15.794,0.500,0.498,0.500,0.500,1
0036,0036_2m_0P_10V_-15H.jpg,-3.825,15.856,0.500,0.499,0.500,0.499,0
0036,0036_2m_0P_10V_-5H.jpg,-3.032,16.338,0.500,0.499,0.500,0.500,1
0036,0036_2m_0P_10V_0H.jpg,-3.181,18.045,0.499,0.497,0.501,0.499,1
0036,0036_2m_0P_10V_10H.jpg,-2.552,19.909,0.501,0.498,0.500,0.499,1
0036,0036_2m_0P_10V_15H.jpg,-2.724,17.603,0.503,0.497,0.499,0.499,0
0036,0036_2m_0P_10V_5H.jpg,-2.798,13.400,0.500,0.498,0.499,0.500,1
0036,0036_2m_15P_-10V_-10H.jpg,-4.574,-26.107,0.502,0.501,0.500,0.500,1
0036,0036_2m_15P_-10V_-15H.jpg,-3.442,-26.370,0.502,0.503,0.500,0.499,0
0036,0036_2m_15P_-10V_-5H.jpg,-3.961,-27.425,0.502,0.502,0.500,0.500,1
0036,0036_2m_15P_-10V_0H.jpg,-3.297,-27.367,0.503,0.503,0.501,0.499,1
0036,0036_2m_15P_-10V_10H.jpg,-3.908,-26.215,0.502,0.501,0.501,0.501,1
0036,0036_2m_15P_-10V_15H.jpg,-3.693,-24.690,0.503,0.498,0.501,0.500,0
0036,0036_2m_15P_-10V_5H.jpg,-2.597,-28.387,0.504,0.502,0.500,0.500,1
0036,0036_2m_15P_0V_-10H.jpg,-3.754,-27.702,0.501,0.501,0.500,0.499,1
0036,0036_2m_15P_0V_-15H.jpg,-4.243,-28.915,0.501,0.501,0.501,0.500,0
0036,0036_2m_15P_0V_-5H.jpg,-4.440,-27.992,0.502,0.501,0.502,0.499,1
0036,0036_2m_15P_0V_0H.jpg,-3.980,-29.960,0.503,0.501,0.502,0.499,1
0036,0036_2m_15P_0V_10H.jpg,-3.446,-27.590,0.503,0.498,0.501,0.500,1
0036,0036_2m_15P_0V_15H.jpg,-3.931,-28.557,0.504,0.498,0.500,0.500,0
0036,0036_2m_15P_0V_5H.jpg,-3.323,-27.378,0.503,0.500,0.500,0.500,1
0036,0036_2m_15P_10V_-10H.jpg,-3.950,-30.141,0.500,0.500,0.502,0.499,1
0036,0036_2m_15P_10V_-15H.jpg,-2.899,-29.351,0.501,0.500,0.501,0.499,0
0036,0036_2m_15P_10V_-5H.jpg,-4.415,-28.779,0.501,0.500,0.502,0.499,1
0036,0036_2m_15P_10V_0H.jpg,-3.924,-29.479,0.503,0.500,0.503,0.499,1
0036,0036_2m_15P_10V_10H.jpg,-4.208,-29.214,0.504,0.499,0.502,0.500,1
0036,0036_2m_15P_10V_15H.jpg,-4.002,-29.665,0.505,0.499,0.502,0.500,0
0036,0036_2m_15P_10V_5H.jpg,-3.681,-29.610,0.504,0.499,0.503,0.499,1
0036,0036_2m_30P_-10V_-10H.jpg,-3.963,-38.135,0.501,0.500,0.499,0.501,1
0036,0036_2m_30P_-10V_-15H.jpg,-4.131,-39.181,0.501,0.500,0.499,0.500,0
0036,0036_2m_30P_-10V_-5H.jpg,-3.537,-39.362,0.502,0.501,0.499,0.500,1
0036,0036_2m_30P_-10V_0H.jpg,-3.902,-38.632,0.502,0.501,0.502,0.501,1
0036,0036_2m_30P_-10V_10H.jpg,-3.415,-38.907,0.502,0.502,0.501,0.500,1
0036,0036_2m_30P_-10V_15H.jpg,-2.983,-39.581,0.503,0.500,0.501,0.501,0
0036,0036_2m_30P_-10V_5H.jpg,-3.154,-39.152,0.503,0.502,0.501,0.501,1
0036,0036_2m_30P_0V_-10H.jpg,-3.848,-39.665,0.501,0.501,0.499,0.500,1
0036,0036_2m_30P_0V_-15H.jpg,-3.481,-39.302,0.502,0.500,0.499,0.499,0
0036,0036_2m_30P_0V_-5H.jpg,-3.383,-39.692,0.502,0.502,0.501,0.500,1
0036,0036_2m_30P_0V_0H.jpg,-2.465,-39.308,0.502,0.502,0.501,0.500,1
0036,0036_2m_30P_0V_10H.jpg,-3.791,-39.610,0.503,0.501,0.502,0.501,1
0036,0036_2m_30P_0V_15H.jpg,-3.159,-40.545,0.502,0.500,0.502,0.500,0
0036,0036_2m_30P_0V_5H.jpg,-4.028,-38.901,0.501,0.501,0.502,0.501,1
0036,0036_2m_30P_10V_-10H.jpg,-3.836,-38.984,0.502,0.500,0.500,0.500,1
0036,0036_2m_30P_10V_-15H.jpg,-4.260,-39.643,0.500,0.500,0.500,0.499,0
0036,0036_2m_30P_10V_-5H.jpg,-3.817,-38.991,0.501,0.501,0.500,0.501,1
0036,0036_2m_30P_10V_0H.jpg,-3.349,-39.806,0.501,0.501,0.502,0.500,1
0036,0036_2m_30P_10V_10H.jpg,-3.672,-40.431,0.502,0.501,0.502,0.500,1
0036,0036_2m_30P_10V_15H.jpg,-3.992,-41.242,0.502,0.501,0.503,0.500,0
0036,0036_2m_30P_10V_5H.jpg,-3.708,-41.448,0.503,0.502,0.501,0.500,1
0037,0037_2m_-15P_-10V_-10H.jpg,-3.306,19.429,0.501,0.501,0.498,0.501,1
0037,0037_2m_-15P_-10V_-15H.jpg,-3.832,19.779,0.500,0.501,0.497,0.500,0
0037,0037_2m_-15P_-10V_-5H.jpg,-3.373,17.879,0.501,0.501,0.498,0.502,1
0037,0037_2m_-15P_-10V_0H.jpg,-3.374,20.338,0.502,0.502,0.497,0.502,1
0037,0037_2m_-15P_-10V_10H.jpg,-2.634,18.488,0.503,0.500,0.499,0.501,1
0037,0037_2m_-15P_-10V_15H.jpg,-2.134,18.304,0.503,0.500,0.499,0.501,0
0037,0037_2m_-15P_-10V_5H.jpg,-3.356,20.007,0.502,0.500,0.499,0.502,1
0037,0037_2m_-15P_0V_-10H.jpg,-4.184,19.442,0.501,0.502,0.498,0.500,1
0037,0037_2m_-15P_0V_-15H.jpg,-3.593,17.785,0.502,0.502,0.498,0.499,0
0037,0037_2m_-15P_0V_-5H.jpg,-4.465,19.867,0.502,0.502,0.498,0.501,1
0037,0037_2m_-15P_0V_0H.jpg,-3.648,24.203,0.501,0.501,0.498,0.500,1
0037,0037_2m_-15P_0V_10H.jpg,-3.796,19.842,0.503,0.501,0.499,0.502,1
0037,0037_2m_-15P_0V_15H.jpg,-4.060,20.181,0.503,0.501,0.499,0.501,0
0037,0037_2m_-15P_0V_5H.jpg,-3.746,19.807,0.502,0.502,0.498,0.501,1
0037,0037_2m_-15P_10V_-10H.jpg,-3.375,19.970,0.500,0.502,0.498,0.500,1
0037,0037_2m_-15P_10V_-15H.jpg,-3.530,19.606,0.501,0.501,0.497,0.499,0
0037,0037_2m_-15P_10V_-5H.jpg,-3.258,20.587,0.501,0.502,0.498,0.500,1
0037,0037_2m_-15P_10V_0H.jpg,-2.994,20.710,0.501,0.500,0.498,0.499,1
0037,0037_2m_-15P_10V_10H.jpg,-3.251,20.936,0.502,0.501,0.499,0.500,1
0037,0037_2m_-15P_10V_15H.jpg,-3.912,23.378,0.502,0.500,0.499,0.500,0
0037,0037_2m_-15P_10V_5H.jpg,-3.658,19.825,0.503,0.501,0.499,0.501,1
0037,0037_2m_-30P_-10V_-10H.jpg,178.643,36.587,0.501,0.500,0.497,0.502,1
0037,0037_2m_-30P_-10V_-15H.jpg,-4.989,32.493,0.499,0.501,0.497,0.500,0
0037,0037_2m_-30P_-10V_-5H.jpg,-5.667,32.430,0.502,0.502,0.498,0.502,1
0037,0037_2m_-30P_-10V_0H.jpg,-4.153,33.832,0.501,0.500,0.498,0.501,1
0037,0037_2m_-30P_-10V_10H.jpg,-4.783,32.473,0.501,0.500,0.499,0.501,1
0037,0037_2m_-30P_-10V_15H.jpg,-4.694,32.553,0.500,0.499,0.498,0.502,0
0037,0037_2m_-30P_-10V_5H.jpg,-5.407,31.332,0.502,0.501,0.497,0.502,1
0037,0037_2m_-30P_0V_-10H.jpg,-4.994,34.757,0.501,0.501,0.498,0.500,1
0037,0037_2m_-30P_0V_-15H.jpg,-4.826,34.971,0.500,0.501,0.498,0.500,0
0037,0037_2m_-30P_0V_-5H.jpg,-4.656,32.990,0.500,0.501,0.498,0.500,1
0037,0037_2m_-30P_0V_0H.jpg,-2.373,34.077,0.502,0.503,0.498,0.501,1
0037,0037_2m_-30P_0V_10H.jpg,-4.420,33.681,0.502,0.502,0.498,0.501,1
0037,0037_2m_-30P_0V_15H.jpg,-4.212,32.962,0.501,0.503,0.498,0.500,0
0037,0037_2m_-30P_0V_5H.jpg,-4.306,32.108,0.501,0.500,0.498,0.501,1
0037,0037_2m_-30P_10V_-10H.jpg,-4.436,33.030,0.500,0.500,0.498,0.500,1
0037,0037_2m_-30P_10V_-15H.jpg,-4.601,33.335,0.500,0.500,0.497,0.500,0
0037,0037_2m_-30P_10V_-5H.jpg,-4.382,32.516,0.501,0.501,0.498,0.500,1
0037,0037_2m_-30P_10V_0H.jpg,-4.637,31.508,0.501,0.500,0.498,0.500,1
0037,0037_2m_-30P_10V_10H.jpg,-4.260,32.680,0.502,0.503,0.498,0.501,1
0037,0037_2m_-30P_10V_15H.jpg,-3.815,32.374,0.501,0.502,0.498,0.501,0
0037,0037_2m_-30P_10V_5H.jpg,-4.130,33.666,0.501,0.501,0.499,0.499,1
0037,0037_2m_0P_-10V_-10H.jpg,0.881,6.207,0.501,0.500,0.498,0.498,1
0037,0037_2m_0P_-10V_-15H.jpg,0.902,6.955,0.501,0.501,0.497,0.497,0
0037,0037_2m_0P_-10V_-5H.jpg,0.830,8.218,0.500,0.501,0.498,0.498,1
0037,0037_2m_0P_-10V_0H.jpg,1.054,7.097,0.501,0.500,0.499,0.499,1
0037,0037_2m_0P_-10V_10H.jpg,1.242,8.294,0.502,0.501,0.499,0.499,1
0037,0037_2m_0P_-10V_15H.jpg,1.280,7.579,0.503,0.500,0.500,0.500,0
0037,0037_2m_0P_-10V_5H.jpg,0.895,8.081,0.502,0.500,0.499,0.499,1
0037,0037_2m_0P_0V_-10H.jpg,-1.903,7.847,0.501,0.502,0.498,0.499,1
0037,0037_2m_0P_0V_-15H.jpg,-1.886,7.298,0.501,0.502,0.497,0.498,0
0037,0037_2m_0P_0V_-5H.jpg,-1.856,4.476,0.502,0.502,0.498,0.499,1
0037,0037_2m_0P_0V_0H.jpg,-2.242,7.828,0.501,0.502,0.498,0.500,1
0037,0037_2m_0P_0V_10H.jpg,-1.900,3.787,0.503,0.501,0.499,0.500,1
0037,0037_2m_0P_0V_15H.jpg,-1.786,5.960,0.505,0.501,0.499,0.500,0
0037,0037_2m_0P_0V_5H.jpg,-2.186,5.353,0.502,0.501,0.499,0.500,1
0037,0037_2m_0P_10V_-10H.jpg,-2.033,3.280,0.501,0.501,0.498,0.499,1
0037,0037_2m_0P_10V_-15H.jpg,-1.582,1.614,0.501,0.501,0.499,0.498,0
0037,0037_2m_0P_10V_-5H.jpg,-2.101,7.048,0.502,0.501,0.498,0.499,1
0037,0037_2m_0P_10V_0H.jpg,-1.935,5.625,0.501,0.500,0.499,0.499,1
0037,0037_2m_0P_10V_10H.jpg,-1.382,2.032,0.503,0.500,0.499,0.499,1
0037,0037_2m_0P_10V_15H.jpg,-1.333,4.144,0.505,0.499,0.499,0.499,0
0037,0037_2m_0P_10V_5H.jpg,-1.786,8.963,0.500,0.498,0.500,0.499,1
0037,0037_2m_15P_-10V_-10H.jpg,-0.929,-9.396,0.503,0.503,0.500,0.501,1
0037,0037_2m_15P_-10V_-15H.jpg,-1.038,-10.906,0.502,0.504,0.500,0.502,0
0037,0037_2m_15P_-10V_-5H.jpg,-1.088,-11.320,0.503,0.502,0.500,0.500,1
0037,0037_2m_15P_-10V_0H.jpg,-0.016,-10.824,0.504,0.502,0.500,0.501,1
0037,0037_2m_15P_-10V_10H.jpg,-0.577,-12.818,0.505,0.501,0.500,0.501,1
0037,0037_2m_15P_-10V_15H.jpg,-0.553,-11.991,0.508,0.500,0.500,0.501,0
0037,0037_2m_15P_-10V_5H.jpg,-0.029,-10.012,0.505,0.501,0.500,0.500,1
0037,0037_2m_15P_0V_-10H.jpg,-0.447,-10.948,0.503,0.502,0.499,0.500,1
0037,0037_2m_15P_0V_-15H.jpg,-0.260,-10.757,0.501,0.503,0.499,0.500,0
0037,0037_2m_15P_0V_-5H.jpg,-0.456,-9.989,0.502,0.501,0.500,0.500,1
0037,0037_2m_15P_0V_0H.jpg,-0.098,-11.693,0.503,0.500,0.499,0.500,1
0037,0037_2m_15P_0V_10H.jpg,-0.162,-10.004,0.502,0.500,0.500,0.500,1
0037,0037_2m_15P_0V_15H.jpg,-0.490,-8.869,0.503,0.501,0.499,0.501,0
0037,0037_2m_15P_0V_5H.jpg,-0.122,-12.122,0.502,0.501,0.499,0.500,1
0037,0037_2m_15P_10V_-10H.jpg,-0.530,-10.548,0.502,0.502,0.499,0.499,1
0037,0037_2m_15P_10V_-15H.jpg,-1.072,-11.699,0.502,0.501,0.500,0.500,0
0037,0037_2m_15P_10V_-5H.jpg,-0.371,-11.492,0.502,0.501,0.500,0.500,1
0037,0037_2m_15P_10V_0H.jpg,-0.426,-11.804,0.502,0.501,0.500,0.499,1
0037,0037_2m_15P_10V_10H.jpg,-0.717,-10.303,0.503,0.500,0.500,0.500,1
0037,0037_2m_15P_10V_15H.jpg,-0.114,-11.422,0.503,0.500,0.500,0.499,0
0037,0037_2m_15P_10V_5H.jpg,-0.213,-12.674,0.503,0.500,0.500,0.499,1
0037,0037_2m_30P_-10V_-10H.jpg,-1.778,-27.127,0.502,0.503,0.500,0.502,1
0037,0037_2m_30P_-10V_-15H.jpg,-2.493,-25.568,0.502,0.504,0.500,0.503,0
0037,0037_2m_30P_-10V_-5H.jpg,-1.849,-27.069,0.503,0.504,0.500,0.503,1
0037,0037_2m_30P_-10V_0H.jpg,-1.819,-27.203,0.502,0.504,0.500,0.503,1
0037,0037_2m_30P_-10V_10H.jpg,-1.315,-26.868,0.503,0.504,0.501,0.503,1
0037,0037_2m_30P_-10V_15H.jpg,-1.331,-27.228,0.502,0.504,0.502,0.503,0
0037,0037_2m_30P_-10V_5H.jpg,-1.524,-27.198,0.503,0.503,0.500,0.503,1
0037,0037_2m_30P_0V_-10H.jpg,-2.298,-28.993,0.502,0.503,0.499,0.502,1
0037,0037_2m_30P_0V_-15H.jpg,-2.511,-26.987,0.502,0.503,0.499,0.502,0
0037,0037_2m_30P_0V_-5H.jpg,-1.295,-29.595,0.502,0.503,0.500,0.503,1
0037,0037_2m_30P_0V_0H.jpg,-1.899,-32.074,0.503,0.503,0.501,0.503,1
0037,0037_2m_30P_0V_10H.jpg,-1.416,-27.099,0.502,0.503,0.502,0.502,1
0037,0037_2m_30P_0V_15H.jpg,-1.156,-29.665,0.502,0.503,0.502,0.501,0
0037,0037_2m_30P_0V_5H.jpg,-1.586,-28.317,0.502,0.503,0.501,0.502,1
0037,0037_2m_30P_10V_-10H.jpg,-1.494,-31.179,0.503,0.502,0.499,0.501,1
0037,0037_2m_30P_10V_-15H.jpg,-2.054,-29.915,0.501,0.501,0.499,0.501,0
0037,0037_2m_30P_10V_-5H.jpg,-1.357,-30.257,0.502,0.502,0.500,0.501,1
0037,0037_2m_30P_10V_0H.jpg,-1.525,-30.343,0.503,0.502,0.500,0.502,1
0037,0037_2m_30P_10V_10H.jpg,-1.534,-30.307,0.503,0.502,0.502,0.501,1
0037,0037_2m_30P_10V_15H.jpg,-1.724,-29.031,0.502,0.502,0.502,0.501,0
0037,0037_2m_30P_10V_5H.jpg,-1.513,-30.427,0.502,0.502,0.501,0.501,1
0038,0038_2m_-15P_-10V_-10H.jpg,0.327,21.120,0.499,0.500,0.498,0.499,1
0038,0038_2m_-15P_-10V_-15H.jpg,0.335,22.606,0.499,0.501,0.498,0.500,0
0038,0038_2m_-15P_-10V_-5H.jpg,0.488,21.671,0.499,0.502,0.498,0.500,1
0038,0038_2m_-15P_-10V_0H.jpg,0.678,22.568,0.499,0.502,0.499,0.500,1
0038,0038_2m_-15P_-10V_10H.jpg,0.841,21.481,0.501,0.502,0.499,0.500,1
0038,0038_2m_-15P_-10V_15H.jpg,0.955,21.335,0.501,0.502,0.499,0.501,0
0038,0038_2m_-15P_-10V_5H.jpg,0.961,21.843,0.500,0.502,0.499,0.501,1
0038,0038_2m_-15P_0V_-10H.jpg,0.949,22.440,0.499,0.500,0.497,0.498,1
0038,0038_2m_-15P_0V_-15H.jpg,0.556,21.330,0.499,0.500,0.497,0.498,0
0038,0038_2m_-15P_0V_-5H.jpg,0.947,22.168,0.498,0.500,0.498,0.500,1
0038,0038_2m_-15P_0V_0H.jpg,-0.418,21.681,0.500,0.502,0.499,0.499,1
0038,0038_2m_-15P_0V_10H.jpg,0.977,22.894,0.500,0.501,0.499,0.500,1
0038,0038_2m_-15P_0V_15H.jpg,0.668,22.512,0.501,0.502,0.498,0.500,0
0038,0038_2m_-15P_0V_5H.jpg,0.872,22.023,0.499,0.501,0.499,0.500,1
0038,0038_2m_-15P_10V_-10H.jpg,0.445,24.307,0.499,0.499,0.498,0.498,1
0038,0038_2m_-15P_10V_-15H.jpg,0.133,23.898,0.499,0.499,0.497,0.497,0
0038,0038_2m_-15P_10V_-5H.jpg,0.681,23.281,0.499,0.500,0.498,0.498,1
0038,0038_2m_-15P_10V_0H.jpg,1.092,23.020,0.499,0.500,0.499,0.499,1
0038,0038_2m_-15P_10V_10H.jpg,0.693,23.801,0.501,0.501,0.499,0.499,1
0038,0038_2m_-15P_10V_15H.jpg,0.241,23.235,0.501,0.502,0.499,0.500,0
0038,0038_2m_-15P_10V_5H.jpg,0.940,23.074,0.500,0.501,0.499,0.499,1
0038,0038_2m_-30P_-10V_-10H.jpg,2.632,32.243,0.501,0.502,0.499,0.501,1
0038,0038_2m_-30P_-10V_-15H.jpg,2.003,31.890,0.500,0.504,0.498,0.500,0
0038,0038_2m_-30P_-10V_-5H.jpg,2.028,31.636,0.501,0.503,0.498,0.501,1
0038,0038_2m_-30P_-10V_0H.jpg,2.910,32.663,0.501,0.501,0.499,0.501,1
0038,0038_2m_-30P_-10V_10H.jpg,2.644,33.465,0.501,0.502,0.499,0.501,1
0038,0038_2m_-30P_-10V_15H.jpg,2.300,34.145,0.502,0.505,0.500,0.501,0
0038,0038_2m_-30P_-10V_5H.jpg,2.269,33.360,0.501,0.502,0.500,0.502,1
0038,0038_2m_-30P_0V_-10H.jpg,2.395,33.395,0.500,0.502,0.498,0.500,1
0038,0038_2m_-30P_0V_-15H.jpg,2.002,34.085,0.499,0.502,0.498,0.500,0
0038,0038_2m_-30P_0V_-5H.jpg,1.488,34.464,0.501,0.502,0.499,0.500,1
0038,0038_2m_-30P_0V_0H.jpg,1.643,37.278,0.501,0.503,0.498,0.500,1
0038,0038_2m_-30P_0V_10H.jpg,1.642,32.983,0.502,0.503,0.499,0.501,1
0038,0038_2m_-30P_0V_15H.jpg,1.350,33.710,0.501,0.504,0.500,0.500,0
0038,0038_2m_-30P_0V_5H.jpg,1.825,32.834,0.501,0.502,0.499,0.500,1
0038,0038_2m_-30P_10V_-10H.jpg,2.941,36.679,0.500,0.501,0.498,0.500,1
0038,0038_2m_-30P_10V_-15H.jpg,2.510,36.114,0.499,0.501,0.498,0.500,0
0038,0038_2m_-30P_10V_-5H.jpg,2.681,35.189,0.501,0.502,0.498,0.500,1
0038,0038_2m_-30P_10V_0H.jpg,2.748,35.876,0.501,0.501,0.499,0.500,1
0038,0038_2m_-30P_10V_10H.jpg,1.836,37.117,0.500,0.503,0.499,0.500,1
0038,0038_2m_-30P_10V_15H.jpg,1.065,37.686,0.500,0.503,0.500,0.499,0
0038,0038_2m_-30P_10V_5H.jpg,2.255,34.463,0.502,0.502,0.500,0.499,1
0038,0038_2m_0P_-10V_-10H.jpg,-0.284,0.639,0.501,0.500,0.499,0.500,1
0038,0038_2m_0P_-10V_-15H.jpg,-0.823,2.911,0.501,0.500,0.499,0.500,0
0038,0038_2m_0P_-10V_-5H.jpg,-0.561,-1.147,0.500,0.500,0.499,0.499,1
0038,0038_2m_0P_-10V_0H.jpg,-0.170,0.036,0.501,0.500,0.499,0.499,1
0038,0038_2m_0P_-10V_10H.jpg,0.154,-1.063,0.500,0.500,0.499,0.499,1
0038,0038_2m_0P_-10V_15H.jpg,0.216,0.750,0.502,0.500,0.499,0.500,0
0038,0038_2m_0P_-10V_5H.jpg,0.150,-1.286,0.500,0.500,0.499,0.499,1
0038,0038_2m_0P_0V_-10H.jpg,-0.528,-0.206,0.501,0.499,0.499,0.498,1
0038,0038_2m_0P_0V_-15H.jpg,-0.876,-1.058,0.500,0.500,0.499,0.499,0
0038,0038_2m_0P_0V_-5H.jpg,-0.764,0.324,0.501,0.499,0.499,0.498,1
0038,0038_2m_0P_0V_0H.jpg,0.483,-3.982,0.501,0.499,0.500,0.499,1
0038,0038_2m_0P_0V_10H.jpg,0.846,-0.839,0.500,0.499,0.499,0.499,1
0038,0038_2m_0P_0V_15H.jpg,0.580,-1.064,0.502,0.500,0.499,0.499,0
0038,0038_2m_0P_0V_5H.jpg,0.716,-2.620,0.501,0.498,0.499,0.498,1
0038,0038_2m_0P_10V_-10H.jpg,0.485,-0.781,0.501,0.499,0.499,0.498,1
0038,0038_2m_0P_10V_-15H.jpg,0.417,-3.882,0.500,0.500,0.498,0.497,0
0038,0038_2m_0P_10V_-5H.jpg,0.056,-0.463,0.501,0.499,0.499,0.498,1
0038,0038_2m_0P_10V_0H.jpg,0.682,-4.300,0.501,0.499,0.499,0.498,1
0038,0038_2m_0P_10V_10H.jpg,0.916,-3.701,0.500,0.499,0.499,0.498,1
0038,0038_2m_0P_10V_15H.jpg,0.663,-0.510,0.502,0.500,0.499,0.499,0
0038,0038_2m_0P_10V_5H.jpg,0.911,-3.792,0.502,0.498,0.499,0.498,1
0038,0038_2m_15P_-10V_-10H.jpg,-1.179,-19.695,0.502,0.502,0.500,0.502,1
0038,0038_2m_15P_-10V_-15H.jpg,-0.862,-19.380,0.502,0.502,0.500,0.503,0
0038,0038_2m_15P_-10V_-5H.jpg,-0.600,-18.162,0.502,0.501,0.499,0.502,1
0038,0038_2m_15P_-10V_0H.jpg,-0.425,-19.795,0.502,0.501,0.500,0.500,1
0038,0038_2m_15P_-10V_10H.jpg,0.032,-19.020,0.502,0.500,0.501,0.500,1
0038,0038_2m_15P_-10V_15H.jpg,-0.107,-18.180,0.502,0.500,0.501,0.500,0
0038,0038_2m_15P_-10V_5H.jpg,-0.415,-19.417,0.501,0.501,0.501,0.501,1
0038,0038_2m_15P_0V_-10H.jpg,-0.824,-21.286,0.502,0.501,0.500,0.501,1
0038,0038_2m_15P_0V_-15H.jpg,-1.267,-21.135,0.502,0.501,0.499,0.500,0
0038,0038_2m_15P_0V_-5H.jpg,-0.610,-21.761,0.501,0.501,0.500,0.501,1
0038,0038_2m_15P_0V_0H.jpg,-0.614,-20.595,0.502,0.500,0.500,0.501,1
0038,0038_2m_15P_0V_10H.jpg,-0.271,-19.950,0.501,0.500,0.501,0.500,1
0038,0038_2m_15P_0V_15H.jpg,-0.017,-21.012,0.503,0.499,0.501,0.500,0
0038,0038_2m_15P_0V_5H.jpg,0.042,-21.821,0.502,0.500,0.501,0.500,1
0038,0038_2m_15P_10V_-10H.jpg,-1.118,-22.055,0.501,0.501,0.500,0.501,1
0038,0038_2m_15P_10V_-15H.jpg,-0.769,-21.999,0.502,0.500,0.499,0.500,0
0038,0038_2m_15P_10V_-5H.jpg,-0.442,-22.917,0.501,0.501,0.500,0.500,1
0038,0038_2m_15P_10V_0H.jpg,-0.375,-22.222,0.501,0.500,0.501,0.500,1
0038,0038_2m_15P_10V_10H.jpg,-0.162,-23.351,0.503,0.500,0.501,0.499,1
0038,0038_2m_15P_10V_15H.jpg,-0.527,-22.910,0.503,0.499,0.501,0.500,0
0038,0038_2m_15P_10V_5H.jpg,-0.232,-21.442,0.502,0.500,0.501,0.499,1
0038,0038_2m_30P_-10V_-10H.jpg,-2.454,-33.521,0.503,0.501,0.499,0.502,1
0038,0038_2m_30P_-10V_-15H.jpg,-2.548,-33.301,0.502,0.501,0.497,0.502,0
0038,0038_2m_30P_-10V_-5H.jpg,-2.381,-33.203,0.502,0.501,0.500,0.502,1
0038,0038_2m_30P_-10V_0H.jpg,-1.789,-33.895,0.502,0.501,0.499,0.503,1
0038,0038_2m_30P_-10V_10H.jpg,-1.857,-33.773,0.503,0.500,0.500,0.503,1
0038,0038_2m_30P_-10V_15H.jpg,-1.587,-32.904,0.503,0.501,0.500,0.503,0
0038,0038_2m_30P_-10V_5H.jpg,-1.440,-31.762,0.502,0.501,0.500,0.504,1
0038,0038_2m_30P_0V_-10H.jpg,-1.859,-34.323,0.502,0.500,0.499,0.502,1
0038,0038_2m_30P_0V_-15H.jpg,-1.746,-35.201,0.502,0.500,0.499,0.503,0
0038,0038_2m_30P_0V_-5H.jpg,-1.825,-33.325,0.503,0.501,0.500,0.503,1
0038,0038_2m_30P_0V_0H.jpg,-1.264,-33.338,0.503,0.501,0.500,0.503,1
0038,0038_2m_30P_0V_10H.jpg,-1.672,-33.770,0.502,0.500,0.500,0.503,1
0038,0038_2m_30P_0V_15H.jpg,-2.022,-34.613,0.503,0.500,0.500,0.503,0
0038,0038_2m_30P_0V_5H.jpg,-1.538,-33.655,0.502,0.501,0.500,0.503,1
0038,0038_2m_30P_10V_-10H.jpg,-2.076,-35.453,0.502,0.500,0.499,0.503,1
0038,0038_2m_30P_10V_-15H.jpg,-2.195,-34.533,0.501,0.500,0.498,0.502,0
0038,0038_2m_30P_10V_-5H.jpg,-2.024,-35.533,0.502,0.501,0.499,0.502,1
0038,0038_2m_30P_10V_0H.jpg,-1.296,-34.704,0.502,0.501,0.500,0.502,1
0038,0038_2m_30P_10V_10H.jpg,-1.599,-33.647,0.503,0.500,0.500,0.502,1
0038,0038_2m_30P_10V_15H.jpg,-1.323,-34.376,0.503,0.499,0.501,0.502,0
0038,0038_2m_30P_10V_5H.jpg,-1.725,-34.925,0.502,0.500,0.500,0.504,1
0039,0039_2m_-15P_-10V_-10H.jpg,-2.778,25.397,0.498,0.502,0.499,0.501,1
